,distance_to_market___ethiopia_2015,distance_to_population_center___ethiopia_2015,has_saved___policy___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,-0.14109827996679217,-0.06807112288502262,0.06878251633053323,-0.004210122676458258,-0.051879943035597405,Highly correlated all,0.23375463061502033,0.04072973454217665,Lasso_Highly correlated all,0.08863650262377504,0.2178327782122616,-0.02095782825382423,0.041363262548351126,0.0445863579108091,0.07435921890113406,-0.003864914035325063,-0.00424902460725002,0.07899511649329409
1,-0.19568470569517202,-0.12409432961064197,0.023674649414312687,-0.0705175425097315,-0.11830812141810057,Highly correlated all,0.17597081008511573,-0.005359121433203232,Lasso_Highly correlated all_lower_bound,0.043310700545630056,0.17199062957788433,-0.07946817923396171,-0.011588874315207172,-0.0008361083106018796,0.027591441796839616,-0.06677995931383027,-0.06284249070619968,0.033824363777269044
2,-0.08651185423841232,-0.012047916159403274,0.11389038324675377,0.06209729715681497,0.014548235346905754,Highly correlated all,0.29153845114492494,0.08681859051755653,Lasso_Highly correlated all_upper_bound,0.13396230470192003,0.2636749268466389,0.03755252272631326,0.09431539941190942,0.09000882413222008,0.1211269960054285,0.05905013124318015,0.05434444149169965,0.12416586920931913
3,-0.3417444397108166,-0.12159971379371878,-0.07749452926225309,-0.07538149766407032,-0.1230567599837229,Highly correlated all,0.06132235093835098,0.04338757643397209,Lasso_clustered_0_lower_bound,0.06991627924640641,0.30200270218506087,-0.22560243808093572,-0.044914390757790634,-0.008688427769313944,-0.11241813626290775,-0.011344622610078181,-0.26020391894866846,0.006201713863813407
4,-0.12068161025651798,0.09534403997606472,0.10657461163184354,0.1885590597394834,0.1057338457150146,Highly correlated all,0.2557525404671786,0.2391162941610073,Lasso_clustered_0_upper_bound,0.26952861054787125,0.7002541689514532,0.09484649253386672,0.18696038221748149,0.24843721235899358,0.09083165762035919,0.3369887849722485,0.01452623259805122,0.17778086164397888
5,-0.15491163329694496,-0.31888777439786686,-0.11414542549364562,-0.12546065398626846,-0.19293264256867274,Highly correlated all,0.16899276450275869,-0.14148571534089244,Lasso_clustered_1_lower_bound,-0.024173290597189256,0.030972483342582735,-0.15985628765533266,-0.15778774708352147,-0.051689176730315964,-0.09879482032879701,-0.21626184533206,-0.10557496474741201,-0.03353714268894595
6,0.06504096069424613,-0.08862995700222429,0.09045407788123375,0.12499610964794314,0.09945584822139777,Highly correlated all,0.5380900636843946,0.05740831412482279,Lasso_clustered_1_upper_bound,0.12095250772995372,0.538784753613296,0.07145766545399004,0.07323904084512164,0.1601396617943725,0.1185024416604649,0.08532760796667017,0.2028726843119978,0.11717309049196026
7,-0.21352706720324124,-0.06236298417097851,0.052914393182770164,-0.15598547328538678,-0.22353432608152285,Highly correlated all,0.05215663174743665,-0.08485565462756434,Lasso_clustered_2_lower_bound,-0.030789416755470367,-0.11246353295922937,-0.04461140886053518,-0.036121551794921686,-0.06817534605748224,0.062017093670898304,-0.171729188754963,-0.0789519707600382,-0.03431985848262742
8,-0.026762666528203027,0.13649054884856973,0.21029434109219877,0.11478953156588742,0.040689311951008555,Highly correlated all,0.3392283256788685,0.06964261263278393,Lasso_clustered_2_upper_bound,0.14685372279548042,0.34331344471233693,0.15041404680210588,0.1512391061029373,0.07014386784587981,0.20192776899470083,0.049814382057754396,0.0970527495752455,0.17404146274018983
9,-0.3532911484503435,-0.17571446516857803,-0.008885264147149324,-0.19349455420667483,-0.2045683829539471,Highly correlated all,-0.1107773961276135,-0.049993147813176014,Lasso_clustered_3_lower_bound,-0.017714286455799894,0.18834079797214465,-0.1530869465217978,-0.04163955615471103,-0.016408361890482476,-0.014247635002240813,-0.1984217720900408,-0.19652790048166596,0.027635242403974414
10,-0.06087239202844619,0.10528791746325294,0.17227658835997087,0.09889382708883705,0.13931728806531216,Highly correlated all,0.25185225881158546,0.1611104193714216,Lasso_clustered_3_upper_bound,0.2594582260292936,0.320617785018798,0.10249456348643834,0.176788297552609,0.1663478819065565,0.22885214652325664,0.10108822297847377,0.08672845305371113,0.2681537449576129
11,-0.23121302498366728,-0.013127836908827038,0.014540041184795231,0.05658878103770654,-0.00866145713435415,Highly correlated all,0.1585374457027648,0.1412519352974897,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.16972244489713884,0.501128435568257,-0.0653779727735345,0.07102299572984543,0.11987439229483982,-0.010793239321274285,0.16282208118108515,-0.1228388431753086,0.09199128775389614
12,-0.04493533630134941,-0.2037588657000456,-0.011845673806205936,-0.00023227216916265475,-0.04673839717363747,Highly correlated all,0.35354141409357664,-0.042038700608034815,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.04838960856638223,0.2848786184779394,-0.04419931110067132,-0.04227435311919991,0.054225242532028275,0.009853810665833948,-0.0654671186826949,0.04864885978229289,0.041817973901507155
13,-0.12014486686572214,0.03706378233879561,0.13160436713748447,-0.020597970859749674,-0.09142250706525715,Highly correlated all,0.1956924787131526,-0.007606520997390197,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.05803215302000503,0.11542495587655377,0.05290131897078535,0.05755877715400781,0.0009842608941987852,0.13197243133279957,-0.06095740334860431,0.009050389407603648,0.06986080212878121
14,-0.20708177023939484,-0.03521327385266255,0.08169566210641077,-0.04730036355891888,-0.032625547444317476,Highly correlated all,0.07053743134198598,0.05555863577912279,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.12087196978674683,0.2544792914954713,-0.025296191517679735,0.06757437069894898,0.07496976000803701,0.10730225576050792,-0.04866677455578351,-0.054899723713977416,0.14789449368079366
15,,,0.0794623146784397,,,Highly correlated policy,,,Lasso_Highly correlated policy,,0.2547277677480742,0.045662484881292986,0.0878454823242168,0.06166258461418942,0.07982695095282888,0.05242505406420693,-0.0028613023798380634,0.11306449988410992
