,has_saved___policy___ethiopia_2015,inputs,model,number_of_axe_owned___policy___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_pick_axe_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,uses_credit___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015
0,0.07745013327102891,Highly correlated policy and non-policy variables,Lasso_Highly correlated policy and non-policy variables,0.0442275970337469,0.25829719404496065,0.08225057543021223,-0.06033558377735618,0.05094708705124952,0.08279634275933893,-0.0029995368823857297,-0.028751675118883373,0.010210172157305592
1,0.029745540549346527,Highly correlated policy and non-policy variables,Lasso_Highly correlated policy and non-policy variables_lower_bound,-0.004222013012245736,0.21031701225429594,0.03066053762457755,-0.1090233387889353,0.0042347837172650865,0.015552460244180819,-0.053661131960039396,-0.07706794606305407,-0.051803859344318484
2,0.1251547259927113,Highly correlated policy and non-policy variables,Lasso_Highly correlated policy and non-policy variables_upper_bound,0.09267720707973953,0.30627737583562537,0.13384061323584692,-0.011647828765777045,0.09765939038523395,0.15004022527449706,0.047662058195267934,0.01956459582528733,0.07222420365892966
3,-0.05509300506526425,Highly correlated policy and non-policy variables,Lasso_clustered_0_lower_bound,0.07256297999758514,0.48353186651318497,-0.13004761571158158,-0.24357088952064032,0.02373265086085677,0.15266675874479743,-0.04135304600267889,-0.15319241372112383,-0.2524945649037863
4,0.13876051966664893,Highly correlated policy and non-policy variables,Lasso_clustered_0_upper_bound,0.2959218437159893,0.881660285512438,0.13341816676398244,-0.015762113198000582,0.30015191938141983,0.5100661994746487,0.3212463544619778,0.08555460195652545,0.03990033604734462
5,-0.1304967492233815,Highly correlated policy and non-policy variables,Lasso_clustered_1_lower_bound,-0.11387301719795946,0.021338484763823273,-0.1418030846514862,-0.13725243756665362,-0.07780235950708053,-0.2748214020308152,-0.2127679314063593,0.0,-0.10739348582524494
6,0.07920244559092626,Highly correlated policy and non-policy variables,Lasso_clustered_1_upper_bound,0.07195522743736542,0.5283502702651625,0.07139242147430136,0.05789440237102754,0.12731101581680704,0.038020019977152306,0.17564941236487341,0.0,0.20199174140770831
7,0.05943700574665681,Highly correlated policy and non-policy variables,Lasso_clustered_2_lower_bound,-0.05360410168668672,0.0,0.03811575857605304,-0.11089874102810562,0.0,-0.09543673084357929,-0.06270449906267021,-0.08451124590026562,-0.07437160989197793
8,0.2202218520474616,Highly correlated policy and non-policy variables,Lasso_clustered_2_upper_bound,0.10333310484634087,0.0,0.2074086152340755,0.03725579921212386,0.0,0.10048720886835227,0.05989669697061262,0.047070081591655794,0.09779992146272375
9,-0.010655018919442621,Highly correlated policy and non-policy variables,Lasso_clustered_3_lower_bound,-0.06056741148660428,0.20464606723589826,-0.150810934471669,-0.20930183717036502,0.01568221117329803,-0.07047272949822968,-0.10104667030137512,-0.14740179412371493,-0.20816656245810225
10,0.18268150574338782,Highly correlated policy and non-policy variables,Lasso_clustered_3_upper_bound,0.17462710498114176,0.3289500292315265,0.0723177830890669,0.032022736173593,0.2038490041972208,0.25117961582759324,0.10853428288018299,0.06908037682699997,0.10755526752338809
11,0.04183375730069233,Highly correlated policy and non-policy variables,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.18424241185678722,0.6825960760128115,0.0016852755262004354,-0.12966650135932045,0.1619422851211383,0.33136647910972306,0.13994665422964944,-0.033818905882299195,-0.10629711442822083
12,-0.025647151816227617,Highly correlated policy and non-policy variables,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",-0.02095889488029702,0.27484437751449287,-0.035205331588592424,-0.039679017597813046,0.02475432815486325,-0.11840069102683144,-0.018559259520742936,0.0,0.047299127791231695
13,0.1398294288970592,Highly correlated policy and non-policy variables,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.024864501579827076,0.0,0.12276218690506427,-0.03682147090799088,0.0,0.002525239012386491,-0.001403901046028795,-0.01872058215430492,0.011714155785372913
14,0.0860132434119726,Highly correlated policy and non-policy variables,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.057029846747268735,0.2667980482337124,-0.03924657569130105,-0.08863955049838601,0.1097656076852594,0.09035344316468179,0.0037438062894039285,-0.039160708648357474,-0.05030564746735707
