,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,-0.1773041053927303,0.06947745564401062,-0.04945929262650737,Highly correlated all,0.21814448325377575,0.0447616739353199,Lasso_Highly correlated all,0.08961028131066175,0.21851323040669687,-0.01991917759191802,0.03558282484802891,0.04352123734379551,0.07746124700515869,0.006116998473531705,-0.004873947695799319,0.07370491867670971
1,-0.22308309659451103,0.024337723793088628,-0.0954670842387528,Highly correlated all,0.1617434598832179,-0.0012551033645297888,Lasso_Highly correlated all_lower_bound,0.04425693534875673,0.17265439839223187,-0.07847439907721686,-0.017161787854941296,-0.0019413743639120282,0.030718730976876767,-0.0561211431258427,-0.06352238739294316,0.028695955921858966
2,-0.1315251141909496,0.1146171874949326,-0.0034515010142619276,Highly correlated all,0.2745455066243336,0.09077845123516959,Lasso_Highly correlated all_upper_bound,0.13496362727256678,0.26437206242116185,0.03863604389338082,0.08832743755099912,0.08898384905150306,0.1242037630334406,0.0683551400729061,0.05377449200134452,0.11871388143156045
3,-0.3280975628173287,-0.07519236381370896,-0.12232313411114942,Highly correlated all,0.06351256902929178,0.05448679937772856,Lasso_clustered_0_lower_bound,0.07205355788403041,0.29916620886638323,-0.23170766591772013,-0.03825489586094208,-0.007206763061134644,-0.10485058477775074,-0.003224708719421543,-0.262661036464918,0.004546059769729036
4,-0.13817199593366059,0.10815949921298702,0.029727791365988715,Highly correlated all,0.25567059931156666,0.24573652959324016,Lasso_clustered_0_upper_bound,0.2702988835168252,0.6960799308205267,0.08588704183334205,0.19047044729528836,0.24933894844730264,0.0959260732804179,0.34309943913322377,0.011140564006587944,0.1736910782444177
5,-0.25345619792937446,-0.11907044252979437,-0.138350890318431,Highly correlated all,0.11526572003962338,-0.12702162128530803,Lasso_clustered_1_lower_bound,-0.021829046551810533,0.055400754346279724,-0.14630667028539326,-0.17634114571011394,-0.07764660704859043,-0.09076610708387846,-0.2212219542124675,-0.0833001618076047,-0.055376701213229705
6,-0.06528661964771573,0.08580367697619373,0.09775647751165334,Highly correlated all,0.4768201011854624,0.06959277149381912,Lasso_clustered_1_upper_bound,0.12338605181580661,0.5531547399716832,0.08412882018469447,0.052227865877167726,0.13226748984745063,0.12561249552036474,0.07728731570756937,0.21953955447020795,0.09395368943038665
7,-0.16972594071815633,0.053524414726646985,-0.16751758472986897,Highly correlated all,0.061851869571561024,-0.08758124862889684,Lasso_clustered_2_lower_bound,-0.026683737258556287,-0.10987672884254926,-0.05420554780854373,-0.03555390041658575,-0.06830793135873969,0.05732909023603121,-0.16191857347697008,-0.0841974540768356,-0.032682512277846576
8,-0.012234379538221027,0.21161735591058556,-0.0059916382988208505,Highly correlated all,0.34377757480534893,0.06787788039400823,Lasso_clustered_2_upper_bound,0.15126824605984301,0.3476988493620269,0.1398309735818916,0.15248365564925132,0.07056402614083085,0.19688252691230418,0.05560698095277381,0.09308545603437546,0.1764302771719557
9,-0.34277449211816907,-0.010107666013176489,-0.12246037985577463,Highly correlated all,-0.11605166011078658,-0.04355949381991285,Lasso_clustered_3_lower_bound,-0.014535354253434635,0.1896317893237203,-0.15300099014771773,-0.039912299166316306,-0.01488326396752937,-0.01224290855434626,-0.1941567720688596,-0.20062386912874636,0.026709511045052217
