,average_precipitation___ethiopia_2015,distance_to_market___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015
0,-0.2096861088596056,-0.1704764094216901,Highly correlated all,0.2293233576861903,Lasso_Highly correlated all,0.22578252112536862,-0.020865543466053023,0.05159142008133524,0.018759108884042745
1,-0.254698749497971,-0.21521872716591373,Highly correlated all,0.17469449544331112,Lasso_Highly correlated all_lower_bound,0.18112830467768437,-0.07609785669830148,0.005019072404483807,-0.03135201936200273
2,-0.16467346822124018,-0.12573409167746646,Highly correlated all,0.2839522199290695,Lasso_Highly correlated all_upper_bound,0.27043673757305287,0.03436676976619543,0.09816376775818668,0.06887023713008822
3,-0.2819677935629684,-0.31407865039870275,Highly correlated all,0.06032095167442687,Lasso_clustered_0_lower_bound,0.30871126366812207,-0.1888928496926897,-0.11346840638220097,-0.0176392332557071
4,-0.07641647444605915,-0.11830688625323979,Highly correlated all,0.2570051982864356,Lasso_clustered_0_upper_bound,0.71101300810997,0.10822535606519446,0.09413590857956135,0.25974040876685267
5,-0.20604190704574682,-0.23649219139942212,Highly correlated all,0.12799115748837608,Lasso_clustered_1_lower_bound,0.12950642686840458,-0.15091851788861826,-0.1030768038315601,-0.16902667769398805
6,-0.037032520182510756,-0.05412065961057433,Highly correlated all,0.4815102462098976,Lasso_clustered_1_upper_bound,0.5897897806480921,0.05923103440696094,0.10835661736539098,0.08430221000559203
7,-0.3189564894773578,-0.16878427795448978,Highly correlated all,0.08954604720601733,Lasso_clustered_2_lower_bound,-0.13305181129135052,-0.07665138381637332,0.017054526090120564,-0.13565408409487545
8,-0.16695104359512725,-0.01850964572742289,Highly correlated all,0.35845360462032416,Lasso_clustered_2_upper_bound,0.2886617643274978,0.11082874407597154,0.15465442583312478,0.07074155506578833
9,-0.4322782251988506,-0.3566256388381177,Highly correlated all,-0.028420822751819952,Lasso_clustered_3_lower_bound,0.18735212703602508,-0.16538092783726,-0.04477851973125177,-0.17095031707543687
10,-0.20648549472521427,-0.14887717244770834,Highly correlated all,0.3077018563808173,Lasso_clustered_3_upper_bound,0.30814753387956495,0.07047807995249372,0.18687499988357284,0.06581810463504581
11,-0.17919213400451378,-0.21619276832597129,Highly correlated all,0.15866307498043122,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.509862135889046,-0.04033374681374763,-0.009666248901319816,0.12105058775557279
12,-0.1215372136141288,-0.14530642550499823,Highly correlated all,0.30475070184913683,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.3596481037582483,-0.04584374174082867,0.0026399067669154383,-0.042362233844198
13,-0.2429537665362425,-0.09364696184095633,Highly correlated all,0.22399982591317075,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.07780497651807365,0.017088680129799104,0.08585447596162267,-0.03245626451454356
14,-0.31938185996203244,-0.25275140564291304,Highly correlated all,0.13964051681449868,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.247749830457795,-0.04745142394238313,0.07104824007616053,-0.05256610622019553
15,,,Highly correlated policy,,Lasso_Highly correlated policy,0.27254684894779413,0.0638311058226269,0.08282577615154016,0.06562291770741
16,,,Highly correlated policy,,Lasso_Highly correlated policy_lower_bound,0.22550631049656975,0.012481434971025107,0.033447850383439434,0.013149026491018824
17,,,Highly correlated policy,,Lasso_Highly correlated policy_upper_bound,0.3195873873990185,0.11518077667422869,0.13220370191964087,0.11809680892380117
18,,,Highly correlated policy,,Lasso_clustered_0_lower_bound,0.5181527937012929,-0.09588089716780086,-0.06687255861859226,0.09870012956840138
19,,,Highly correlated policy,,Lasso_clustered_0_upper_bound,0.9216476442330119,0.15863070595774081,0.1504243788714347,0.3792061157246909
20,,,Highly correlated policy,,Lasso_clustered_1_lower_bound,0.12188601236812122,-0.1496758694891165,-0.1149818693765379,-0.24014375430528462
21,,,Highly correlated policy,,Lasso_clustered_1_upper_bound,0.6037973372662775,0.06350138462744599,0.1050742691401717,0.008675745093939646
22,,,Highly correlated policy,,Lasso_clustered_2_lower_bound,-0.22390285207674485,0.011347676983420374,0.04450907449273142,-0.1317861964788361
23,,,Highly correlated policy,,Lasso_clustered_2_upper_bound,0.21115920630528326,0.18284243019425825,0.18571566448753493,0.07381827452332478
24,,,Highly correlated policy,,Lasso_clustered_3_lower_bound,0.23246864969584352,-0.20151644200755042,0.05796429797638447,-0.10060174644865151
25,,,Highly correlated policy,,Lasso_clustered_3_upper_bound,0.3404855106794797,0.016126848663786053,0.3080980921654961,0.14526176145618452
26,,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.7199002189671524,0.03137490439496997,0.04177591012642121,0.23895312264654614
27,,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.36284167481719937,-0.04308724243083524,-0.0049538001181830965,-0.11573400460567249
28,,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",-0.0063718228857307865,0.09709505358883931,0.11511236949013318,-0.028983960977755657
