,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,-0.17661642835590013,0.07186807679137024,Highly correlated all,0.2307740458696879,Lasso_Highly correlated all,0.09211068218265095,0.22376242886955713,,0.08123096646325537,0.0085716382544349,0.0003674973830243549,0.07478761377930632
1,-0.22229661170734244,0.026818765168134563,Highly correlated all,0.1822166812429179,Lasso_Highly correlated all_lower_bound,0.04682830989708576,0.17801881591732427,,0.03480916475411244,-0.05303809847105109,-0.058096840631751634,0.029709101600080556
2,-0.13093624500445783,0.11691738841460592,Highly correlated all,0.2793314104964579,Lasso_Highly correlated all_upper_bound,0.13739305446821615,0.26950604182179,,0.1276527681723983,0.07018137497992089,0.05883183539780035,0.11986612595853208
3,-0.318704806073562,-0.05586942797738702,Highly correlated all,0.0770668119130164,Lasso_clustered_0_lower_bound,0.06289491409579102,0.3055476940234987,,-0.10307243113138904,0.04937185854202708,-0.2677850573707934,0.010493032241278719
4,-0.1276126118630475,0.12836182428951842,Highly correlated all,0.23726506574334955,Lasso_clustered_0_upper_bound,0.2642846526864899,0.7029372364851902,,0.1004658157089927,0.39341327340581317,0.006238405094426552,0.18267881976388423
5,-0.2496261191276452,-0.11431591853473595,Highly correlated all,0.11523738203755984,Lasso_clustered_1_lower_bound,-0.023139582276529666,0.07520498579517967,,-0.09371482164137446,-0.2291802317027924,-0.09393409416854813,-0.047695906517850606
6,-0.0644575795639034,0.08903518602629777,Highly correlated all,0.4647029187916133,Lasso_clustered_1_upper_bound,0.12118226534308164,0.5631969889024614,,0.11935075033729767,0.06587042550857242,0.20503847922529772,0.09935508795811715
7,-0.16588211193283076,0.05851292191724343,Highly correlated all,0.1315251360340981,Lasso_clustered_2_lower_bound,-0.014138246982596525,-0.15057378796359816,,0.05691811890967623,-0.1567386272460554,-0.07976161863992792,-0.027258379617692438
8,-0.008631132086094187,0.21580248679862735,Highly correlated all,0.37864707053782887,Lasso_clustered_2_upper_bound,0.1615475042574912,0.29783210335727883,,0.1943717661189313,0.06057279235169402,0.09765447077527381,0.18186302780563668
9,-0.35782375387702825,-0.0072658132341333476,Highly correlated all,-0.08589091506254871,Lasso_clustered_3_lower_bound,-0.017092705517134016,0.2071197759823465,,0.001876306886616691,-0.19431849148746605,-0.1977243202383538,0.023658285025841122
10,-0.13309493026870214,0.16864293428972388,Highly correlated all,0.21311569395052182,Lasso_clustered_3_upper_bound,0.2506186770161084,0.3356565831789445,,0.24104604583863373,0.09678083176776803,0.08522984111506472,0.26171933520878937
11,-0.22315870896830475,0.036246198156065695,Highly correlated all,0.15716593882818297,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.16358978339114044,0.5042424652543445,,-0.0013033077111981733,0.22139256597392012,-0.1307733261381834,0.09658592600258148
