,attended_school___ethiopia_2015,distance_to_road___ethiopia_2015,has_saved___policy___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_axe_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,0.029504021532985113,-0.06072050931815825,0.0860464625333813,-0.014440914664871372,-0.048633775978262905,Highly correlated all,0.22706580711152383,Lasso_Highly correlated all,0.03720007634709495,0.13062014222720572,0.2119997566296007,,0.03012000926750818,0.07720217766574666,0.025582416342655404,-0.024323224511422995,-0.04751116088285111,0.010697528005575385,0.1017954693264228
1,-0.017697472794288342,-0.10815062510303042,0.0400505839041695,-0.05756234000263277,-0.0950514328131388,Highly correlated all,0.1758985368538181,Lasso_Highly correlated all_lower_bound,-0.009872608125173307,0.08463882628350383,0.16506776502806544,,-0.014688533318035588,0.029821451599091595,-0.04000887898170735,-0.07336511539284048,-0.09398113605256866,-0.04878874771175546,0.05612678052694393
2,0.07670551586025856,-0.01329039353328608,0.1320423411625931,0.028680510672890028,-0.00221611914338702,Highly correlated all,0.27823307736922953,Lasso_Highly correlated all_upper_bound,0.0842727608193632,0.1766014581709076,0.25893174823113596,,0.07492855185305194,0.12458290373240173,0.09117371166701815,0.02471866636999449,-0.0010411857131335453,0.07018380372290622,0.1474641581259017
3,-0.04931837740548041,-0.15532543866246998,-0.033162585383673074,-0.15060600387815098,-0.12192186293195217,Highly correlated all,0.04385026739642599,Lasso_clustered_0_lower_bound,0.07739275392087949,0.1295844171097616,0.3933842111149303,,-0.016741533191700353,-0.10434104301952148,0.0217673833547449,-0.11028779520396591,-0.1734267288494804,-0.247129897748315,0.030302480688625316
4,0.1524273936231072,0.026782235371628466,0.15595222168127065,0.034651348570332266,0.03477887667928803,Highly correlated all,0.2149275536382283,Lasso_clustered_0_upper_bound,0.28896116739119504,0.34187310041672797,0.7872879116757876,,0.244826779671606,0.10008984547573165,0.3777832231052538,0.244077810961422,0.05045999710181373,0.03120493148651511,0.20769546229909056
5,-0.14458192503064576,-0.26464167817495066,-0.11496726211565202,-0.2433705005612742,-0.15800472617011563,Highly correlated all,0.09542331501173335,Lasso_clustered_1_lower_bound,-0.10672314208167209,-0.04108454596460619,0.08732079214077021,,-0.07762061079843875,-0.08773868494527151,-0.2650097004013716,-0.275231860543642,-0.15737743110243402,-0.08445499670079745,-0.013787292711509212
6,0.05587333395410596,-0.05707963468700504,0.09256548285852466,0.00930910684680461,0.07571414159806829,Highly correlated all,0.45574516720320785,Lasso_clustered_1_upper_bound,0.08567953408245622,0.11274536022736383,0.593485753850373,,0.12629468190377674,0.13236405779978852,0.06157850491917578,0.11543262237167946,0.016743973240116228,0.22859431783372017,0.13534776261040113
7,-0.05121514043678946,-0.07775406111378855,0.06443206778481471,-0.06195554579488598,-0.1473962858834576,Highly correlated all,0.1339772321483787,Lasso_clustered_2_lower_bound,-0.06080659392409067,0.002757804475021372,-0.1564550092264027,,-0.08318941142031658,0.05616497765184707,-0.15402971826379624,-0.07444361682194924,-0.08958528365133735,-0.07737179398988828,-0.012214524048671141
8,0.10480622941371612,0.08311103083951649,0.2228644133863542,0.06356128471068025,0.013331145580150333,Highly correlated all,0.385308134013343,Lasso_clustered_2_upper_bound,0.09344170626314456,0.17859505825810962,0.29496381803619914,,0.05036131960846285,0.19616742745499238,0.0741389948967489,0.04747935626861081,0.058651943237582896,0.10110077754916821,0.19790801020287974
9,-0.07091622600962076,-0.19574012940299332,0.0042004455551614694,-0.023938073124674483,-0.11628661190026544,Highly correlated all,-0.12666923686271747,Lasso_clustered_3_lower_bound,-0.03067746702822287,0.09789824350486132,0.17194559480945898,,-0.008758682929461872,0.0037687675774577267,-0.0889275078743854,-0.18330570743538904,-0.19689304942029173,-0.18115388342746527,0.05132601684973506
10,0.14692730639659368,0.048887674083414684,0.19167656000740846,0.16304127439022337,0.1524321350812613,Highly correlated all,0.19840208560758793,Lasso_clustered_3_upper_bound,0.19384704391981117,0.3784457428937113,0.31167072418634895,,0.17173020957509633,0.26567706639810784,0.2251913943332593,0.030424395090071873,0.07135161543612663,0.11318979234749779,0.3029900864187586
