,distance_to_market___ethiopia_2015,inputs,model,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015
0,-0.20101997613247105,Highly correlated all,Lasso_Highly correlated all,0.2749024422559715,,0.09252171352497561,0.06654971760238813
1,-0.2468140956671786,Highly correlated all,Lasso_Highly correlated all_lower_bound,0.22897767351012727,,0.04457605028947687,0.01803737333396268
2,-0.1552258565977635,Highly correlated all,Lasso_Highly correlated all_upper_bound,0.3208272110018157,,0.14046737676047436,0.11506206187081358
3,-0.3343278184997145,Highly correlated all,Lasso_clustered_0_lower_bound,0.4403261369859567,,-0.07769061757355501,0.13137110868662005
4,-0.14023916270573455,Highly correlated all,Lasso_clustered_0_upper_bound,0.8268684119028288,,0.1322472493380537,0.37552195008879985
5,-0.25361234883911826,Highly correlated all,Lasso_clustered_1_lower_bound,0.09980911436884393,,-0.11084334648377814,-0.23659885903708372
6,-0.07174931357520892,Highly correlated all,Lasso_clustered_1_upper_bound,0.5756352802653488,,0.10523101061122309,0.005875428331382146
7,-0.203841373002672,Highly correlated all,Lasso_clustered_2_lower_bound,-0.2680805434206603,,0.0639852577188869,-0.1144615611063689
8,-0.04954581610013645,Highly correlated all,Lasso_clustered_2_upper_bound,0.15225715419841823,,0.20319936816910927,0.08646841941751054
9,-0.41017830146864026,Highly correlated all,Lasso_clustered_3_lower_bound,0.2433047322593462,,0.04227281482890369,-0.22614484592368989
10,-0.20199761223829132,Highly correlated all,Lasso_clustered_3_upper_bound,0.3408639230236906,,0.2743183910769512,0.01587066071252112
11,-0.23728349060272452,Highly correlated all,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.6335972744443927,,0.02727831588224934,0.25344652938770995
12,-0.1626808312071636,Highly correlated all,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.33772219731709635,,-0.002806167936277526,-0.11536171535285078
13,-0.12669359455140422,Highly correlated all,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",-0.05791169461112104,,0.1335923129439981,-0.013996570844429176
14,-0.3060879568534658,Highly correlated all,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.2920843276415184,,0.15829560295292744,-0.10513709260558439
15,,Highly correlated policy,Lasso_Highly correlated policy,0.27254684894779413,0.0638311058226269,0.08282577615154016,0.06562291770741
16,,Highly correlated policy,Lasso_Highly correlated policy_lower_bound,0.22550631049656975,0.012481434971025107,0.033447850383439434,0.013149026491018824
17,,Highly correlated policy,Lasso_Highly correlated policy_upper_bound,0.3195873873990185,0.11518077667422869,0.13220370191964087,0.11809680892380117
18,,Highly correlated policy,Lasso_clustered_0_lower_bound,0.5181527937012929,-0.09588089716780086,-0.06687255861859226,0.09870012956840138
19,,Highly correlated policy,Lasso_clustered_0_upper_bound,0.9216476442330119,0.15863070595774081,0.1504243788714347,0.3792061157246909
20,,Highly correlated policy,Lasso_clustered_1_lower_bound,0.11262363130285924,-0.15301974861471768,-0.11549009953320068,-0.2366264840778924
21,,Highly correlated policy,Lasso_clustered_1_upper_bound,0.5961468647862582,0.06066386331903782,0.10463916941800121,0.012855766239530136
22,,Highly correlated policy,Lasso_clustered_2_lower_bound,-0.217193679199719,0.014313228784174015,0.044477974285350996,-0.13146531330170036
23,,Highly correlated policy,Lasso_clustered_2_upper_bound,0.21710691285433292,0.1854368421224021,0.18567869080655167,0.07412681418566053
24,,Highly correlated policy,Lasso_clustered_3_lower_bound,0.23246864969584352,-0.20151644200755042,0.05796429797638447,-0.10060174644865151
25,,Highly correlated policy,Lasso_clustered_3_upper_bound,0.3404855106794797,0.016126848663786053,0.3080980921654961,0.14526176145618452
26,,Highly correlated policy,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.7199002189671524,0.03137490439496997,0.04177591012642121,0.23895312264654614
27,,Highly correlated policy,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.35438524804455873,-0.04617794264783992,-0.005425465057599735,-0.11188535891918114
28,,Highly correlated policy,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",-4.338317269303449e-05,0.09987503545328806,0.11507833254595133,-0.028669249558019923
29,,Highly correlated policy,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.2864770801876616,-0.09269479667188218,0.1830311950709403,0.022330007503766503
