,has_borrowed___policy,has_hired_workers___policy,inputs,model,number_of_animals_owned___policy,number_of_ploughs_owned___policy,uses_irrigation___policy
0,0.06884004725131583,0.1277832097552787,Highly correlated policy and non-policy variables,Lasso_Highly correlated policy and non-policy variables,0.17282043579721978,0.14025605613445613,0.0753646925929163
1,0.0128370266644275,0.0698633421444359,Highly correlated policy and non-policy variables,Lasso_Highly correlated policy and non-policy variables_lower_bound,0.11651556871861951,0.08577434269178605,0.02170079890050418
2,0.12484306783820416,0.18570307736612152,Highly correlated policy and non-policy variables,Lasso_Highly correlated policy and non-policy variables_upper_bound,0.22912530287582006,0.1947377695771262,0.12902858628532843
3,-0.18837547968825197,0.0157327406920304,Highly correlated policy and non-policy variables,Lasso_clustered_0_lower_bound,0.0506840046741653,0.10279231077943407,0.016061574626433775
4,0.12393080099107312,0.22579298852780375,Highly correlated policy and non-policy variables,Lasso_clustered_0_upper_bound,0.20020261470037032,0.6365873413157903,0.2653115757665246
5,0.06997373516473661,-0.039333744032409426,Highly correlated policy and non-policy variables,Lasso_clustered_1_lower_bound,-0.16786086129503183,0.06649015287142145,-0.007338954119147839
6,0.27946610625862006,0.17331642112277496,Highly correlated policy and non-policy variables,Lasso_clustered_1_upper_bound,0.208327964916266,0.26980217765122005,0.15319407207920918
7,-0.07650956783835375,0.028086485790859317,Highly correlated policy and non-policy variables,Lasso_clustered_2_lower_bound,0.0718406415635244,-0.03396085196521845,0.013118569251657983
8,0.08534020867029629,0.2643776203980337,Highly correlated policy and non-policy variables,Lasso_clustered_2_upper_bound,0.349242997690993,0.20424215688608793,0.2397494202128605
9,-0.13187253747129735,0.11834234831951079,Highly correlated policy and non-policy variables,Lasso_clustered_3_lower_bound,0.23586726340433645,-0.04726173015881094,-0.22698611621136797
10,0.15290987704242837,0.4455789623900877,Highly correlated policy and non-policy variables,Lasso_clustered_3_upper_bound,0.5035852921822952,0.13865826537493933,0.1014008227310986
11,-0.03222233934858942,0.12076286460991707,Highly correlated policy and non-policy variables,"Lasso_clustered_land_surface,number_of_animals_owned___policy,has_hired_workers___policy,household_size,household_head_is_widowed_0",0.1254433096872678,0.3696898260476122,0.14068657519647917
12,0.17471992071167833,0.06699133854518277,Highly correlated policy and non-policy variables,"Lasso_clustered_land_surface,number_of_animals_owned___policy,has_hired_workers___policy,household_size,household_head_is_widowed_1",0.02023355181061708,0.16814616526132076,0.07292755898003067
13,0.004415320415971274,0.1462320530944465,Highly correlated policy and non-policy variables,"Lasso_clustered_land_surface,number_of_animals_owned___policy,has_hired_workers___policy,household_size,household_head_is_widowed_2",0.21054181962725868,0.08514065246043474,0.12643399473225925
14,0.01051866978556551,0.28196065535479925,Highly correlated policy and non-policy variables,"Lasso_clustered_land_surface,number_of_animals_owned___policy,has_hired_workers___policy,household_size,household_head_is_widowed_3",0.36972627779331585,0.0456982676080642,-0.06279264674013468
