,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,inputs,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,-0.16776677592693717,0.057730754763555416,Highly correlated all,Lasso_Highly correlated all,0.09051633350197369,0.26864650298225445,,0.09139141686153596,0.081564448742715,0.06852209449664459
1,-0.21460644047585806,0.011754647396546053,Highly correlated all,Lasso_Highly correlated all_lower_bound,0.04404284236967234,0.22280951721322,,0.043789566005496376,0.03305403664773876,0.02234318483304769
2,-0.12092711137801629,0.10370686213056478,Highly correlated all,Lasso_Highly correlated all_upper_bound,0.13698982463427503,0.3144834887512889,,0.13899326771757553,0.13007486083769124,0.1147010041602415
3,-0.2984284241744318,-0.07696035362090652,Highly correlated all,Lasso_clustered_0_lower_bound,0.05231931961012504,0.44963291582722453,,-0.08800563952879764,0.1299860101332218,0.009081060873212143
4,-0.10410030508836216,0.11055512214159967,Highly correlated all,Lasso_clustered_0_upper_bound,0.25761276259164034,0.8297723641960477,,0.1195350530322325,0.37044229958175107,0.1847950692445188
5,-0.25111114117890443,-0.11721689042077083,Highly correlated all,Lasso_clustered_1_lower_bound,-0.028760413624953594,0.1154895538224239,,-0.09648564035958905,-0.23826051338179188,-0.04789582594741532
6,-0.06430465662361952,0.08808284273628988,Highly correlated all,Lasso_clustered_1_upper_bound,0.11679329470064267,0.5833520585883225,,0.1185753342047343,0.0019071242860582843,0.1002516669196637
7,-0.16454555541379476,0.04299703176698373,Highly correlated all,Lasso_clustered_2_lower_bound,-0.0240839661560263,-0.2503616577417076,,0.061598018481775485,-0.07981370554894412,-0.06034004621424558
8,-0.005349613552155935,0.2004291895189358,Highly correlated all,Lasso_clustered_2_upper_bound,0.15352984603793052,0.16854658872595019,,0.20064424862236352,0.12398463086310854,0.14852435134083947
9,-0.3485169612304887,-0.012064102372528862,Highly correlated all,Lasso_clustered_3_lower_bound,-0.01400394020468175,0.2350854958539635,,0.006529373251912121,-0.19942623609851862,0.014500875023748236
10,-0.12753064287817467,0.16258123768351332,Highly correlated all,Lasso_clustered_3_upper_bound,0.25317125596352397,0.3330097478096294,,0.2416114110079735,0.043438655785400904,0.24711256785471925
11,-0.20126436463139696,0.016797384260346576,Highly correlated all,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.1549660411008827,0.6397026400116361,,0.01576470675171742,0.25021415485748644,0.09693806505886547
12,-0.15770789890126197,-0.014567023842240463,Highly correlated all,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.044016440537844544,0.3494208062053732,,0.011044846922572626,-0.11817669454786679,0.026177920486124183
