,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,-0.17841833886524966,0.06884552468092042,-0.052241150714466174,Highly correlated all,0.219948407005938,0.044797245013161624,Lasso_Highly correlated all,0.09110743475531811,0.2189151319050168,,0.03590522072037297,0.07605169746916016,0.007704215236512284,-0.0024526834201954225,0.07406829443780469
1,-0.22396703344444593,0.02390034388324258,-0.0979925731157914,Highly correlated all,0.17085116062799385,-0.0011914078713597467,Lasso_Highly correlated all_lower_bound,0.04580774290596332,0.17306463279759016,,-0.008161697870442658,0.0296578967948668,-0.053706933714581746,-0.060750714965242786,0.02912297999719774
2,-0.13286964428605338,0.11379070547859826,-0.006489728313140944,Highly correlated all,0.2690456533838822,0.09078589789768299,Lasso_Highly correlated all_upper_bound,0.1364071266046729,0.26476563101244344,,0.0799721393111886,0.12244549814345351,0.06911536418760632,0.05584534812485194,0.11901360887841164
3,-0.32163009750069416,-0.07914615780820064,-0.12257203388794247,Highly correlated all,0.07133352481224245,0.056683609950236316,Lasso_clustered_0_lower_bound,0.07520618712380159,0.29380455238168535,,-0.013714241905666683,-0.10836277808123732,0.020378176265900688,-0.26567665590025114,0.00557128958732972
4,-0.13479276676609808,0.10259993654175217,0.02783842199364723,Highly correlated all,0.23127533720217366,0.24691612879095282,Lasso_clustered_0_upper_bound,0.27308761989293384,0.6875095572116396,,0.2398452428432531,0.09157037972816484,0.35997436303531505,0.003676943119559878,0.17462410483367005
5,-0.24513739548658953,-0.11686766583284879,-0.1550584528291099,Highly correlated all,0.09042023537580046,-0.11706634223754732,Lasso_clustered_1_lower_bound,-0.022270110263815188,0.08398359111955989,,-0.057396380813242276,-0.1040119787499571,-0.21215162029328904,-0.12205660331169056,-0.046122061807780945
6,-0.057199078017205585,0.08994517465917858,0.07886401992322571,Highly correlated all,0.44747622631470685,0.08150335820032616,Lasso_clustered_1_upper_bound,0.12465768459106956,0.5899420250025283,,0.14786486666969081,0.11351752091891201,0.08991229600645682,0.18567456657440773,0.10335330000157927
7,-0.17944770934244408,0.05061151025209462,-0.16004284386498485,Highly correlated all,0.14001307953937525,-0.08145018616903828,Lasso_clustered_2_lower_bound,-0.021495370686790582,-0.15394878074165422,,-0.0782653344483819,0.06586701963701808,-0.1738231808375817,-0.07674266396324786,-0.03129696904260508
8,-0.0220876509867962,0.20746246096900392,0.0013001234010349833,Highly correlated all,0.38607659565295427,0.0720697510338525,Lasso_clustered_2_upper_bound,0.15395072377227206,0.29091870486160776,,0.05281697780724881,0.20328097468255962,0.04369871276496588,0.09899772174740998,0.17676714974706786
9,-0.3520494749233912,-0.012292500248280422,-0.13463720789781486,Highly correlated all,-0.08643685132831741,-0.04431615254419814,Lasso_clustered_3_lower_bound,-0.026149910707601587,0.1953300063833965,,-0.027404644855663504,-0.007935983103000976,-0.19447418768801306,-0.19250018278832076,0.028263359702108762
10,-0.12731294883637845,0.16473948253702464,0.12140240757987238,Highly correlated all,0.21280841384691468,0.16318332840104316,Lasso_clustered_3_upper_bound,0.24694047246643386,0.3254914055174791,,0.1453056192656365,0.2316751308932059,0.09520952689076351,0.08896442487485261,0.26743866891186
11,-0.22821143213339612,0.011726889366775774,-0.047366805947147615,Highly correlated all,0.15130443100720806,0.15179986937059456,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.1741469035083677,0.4906570547966625,,0.1130655004687932,-0.00839619917653623,0.19017626965060785,-0.13099985639034561,0.09009769721049989
12,-0.15116823675189756,-0.01346124558683511,-0.038097216452942104,Highly correlated all,0.26894823084525366,-0.017781492018610578,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.051193787163627186,0.3369628080610441,,0.04523424292822427,0.004752771084477456,-0.06111966214341612,0.03180898163135858,0.028615619096899164
13,-0.10076768016462015,0.12903698561054927,-0.07937136023197493,Highly correlated all,0.26304483759616476,-0.004690217567592886,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.06622767654274074,0.06848496205997676,,-0.01272417832056655,0.13457399715978885,-0.0650622340363079,0.011127528892081063,0.07273509035223139
14,-0.23968121187988484,0.0762234911443721,-0.0066174001589712345,Highly correlated all,0.06318578125929863,0.059433587928422515,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.11039528087941614,0.2604107059504378,,0.058950487204986496,0.11186957389510246,-0.049632330398624774,-0.051767878956734084,0.14785101430698439
15,,0.07647422941968046,,Highly correlated policy,,,Lasso_Highly correlated policy,,0.2577069746587718,0.08047307939575724,0.04350210004022117,0.07843678891311234,0.0620211510993872,0.004935597634990756,0.11389646911012825
16,,0.029204583584200257,,Highly correlated policy,,,Lasso_Highly correlated policy_lower_bound,,0.21052265033092343,0.029007814268954157,-0.002697026103235682,0.0294393570943709,-0.002257026865344569,-0.0564286610871086,0.0675144814774587
17,,0.12374387525516067,,Highly correlated policy,,,Lasso_Highly correlated policy_upper_bound,,0.30489129898662015,0.1319383445225603,0.08970122618367801,0.1274342207318538,0.12629932906411898,0.06629985635709011,0.1602784567427978
18,,-0.06598137022914762,,Highly correlated policy,,,Lasso_clustered_0_lower_bound,,0.5168939670772754,-0.09356182627415385,0.0020872950567106807,-0.07719801725906487,0.16923592600509157,-0.29181387891970106,0.055605777557621555
19,,0.12875442855507702,,Highly correlated policy,,,Lasso_clustered_0_upper_bound,,0.9139662256182539,0.16458443516752594,0.27786443841811215,0.13725092870136735,0.516454458210569,0.0006095944332327741,0.23326115760968355
20,,-0.13638765082277,,Highly correlated policy,,,Lasso_clustered_1_lower_bound,,0.06866352421187089,-0.14762026150580518,-0.06576234987689927,-0.11863825988225046,-0.2736169593466974,-0.11769357354633252,-0.021825245256851956
21,,0.07378582227141989,,Highly correlated policy,,,Lasso_clustered_1_upper_bound,,0.5840967329459632,0.06917843476305102,0.14068286950243944,0.10221458376929118,0.025805477558372952,0.19665864461445542,0.12846819319696548
22,,0.06792381769365022,,Highly correlated policy,,,Lasso_clustered_2_lower_bound,,-0.19769727323831965,0.03878798115689007,-0.07609466628010901,0.047181919503653066,-0.130991194872392,-0.06512054164723999,-0.026454585860104032
23,,0.2257395742714111,,Highly correlated policy,,,Lasso_clustered_2_upper_bound,,0.25506348732845974,0.20991106899559925,0.056351505111310554,0.1871265465302634,0.07978792789808406,0.11301754142296128,0.18005979171751368
24,,-0.00821622094159477,,Highly correlated policy,,,Lasso_clustered_3_lower_bound,,0.20981411982947618,-0.14944495705125527,0.007640661215031999,0.009232088399366095,-0.07857471770139605,-0.21557722668417606,0.08484290265983484
25,,0.17783592275123214,,Highly correlated policy,,,Lasso_clustered_3_upper_bound,,0.3210731935536031,0.06692133085541782,0.18452484682152032,0.2595597582311121,0.2109196197463104,0.0776874369366176,0.3242382313586968
