,attended_school___ethiopia_2015,distance_to_market___ethiopia_2015,distance_to_road___ethiopia_2015,has_saved___policy___ethiopia_2015,heavy_rains_preventing_work___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_axe_owned___policy___ethiopia_2015,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,quantity_of_improved_seeds_used___policy___ethiopia_2015,rooting_conditions_:_severe_constraint___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
0,0.04171358863641509,-0.18723070569826805,-0.0017657418767190527,0.07377308895566298,-0.003004276804826775,-0.045798548958111175,Highly correlated all,0.21770932139643034,Lasso_Highly correlated all,0.06232807289993128,0.10084566061651234,0.21098915704776283,-0.01976446346729073,0.03615979003937614,0.042586002284430026,0.07797314679891788,0.019945008395671295,-0.023477966341210223,-0.04078089072565877,-0.0024993151477309588,0.07917776503607603
1,-0.004860525107145061,-0.23637777155223652,-0.05106334076446749,0.028255073506091168,-0.045498136775413506,-0.09166353984796259,Highly correlated all,0.1604033745383073,Lasso_Highly correlated all_lower_bound,0.01563077837232099,0.05502787263653542,0.1648637506558525,-0.078303737898668,-0.01666126716216392,-0.0028160036728185414,0.031079636725568044,-0.04534005641377894,-0.07170983955445101,-0.08648000052425706,-0.06134625268581399,0.033876072933152396
2,0.08828770237997524,-0.13808363984429958,0.04753185701102938,0.1192911044052348,0.039489583165759956,6.644193174024093e-05,Highly correlated all,0.2750152682545534,Lasso_Highly correlated all_upper_bound,0.10902536742754157,0.14666344859648928,0.2571145634396732,0.03877481096408654,0.0889808472409162,0.0879880082416786,0.12486665687226772,0.08523007320512152,0.024753906872030558,0.00491821907293951,0.05634762239035207,0.12447945713899966
3,-0.0300684926647386,-0.3401945186681732,-0.09275209658631707,-0.058102291095980564,-0.126898107493564,-0.12079305767014953,Highly correlated all,0.062324791657291226,Lasso_clustered_0_lower_bound,0.09784019007752287,0.0926686987430021,0.30224742919651737,-0.28060446921080495,-0.054600853557001255,0.012957889293081198,-0.11316092616453,0.00759226249836964,-0.08150635586867955,-0.12987564138897312,-0.2400387887469735,0.013822202506133932
4,0.16907415909244078,-0.13887040869917808,0.09326120835708386,0.1294905431799004,0.05534550580833833,0.03274158809110497,Highly correlated all,0.25690289030616764,Lasso_clustered_0_upper_bound,0.30586331116730237,0.30111285896819606,0.6977211988636277,0.04280971697367683,0.17697232009473465,0.27087498890972594,0.08658471201828652,0.36101683273455965,0.2683354485481153,0.09034536840607182,0.03550361482491429,0.18697662221072714
5,-0.1433791575594357,-0.21761902440962444,-0.22968407526017537,-0.10753135271823525,-0.22920962435016756,-0.13696002607924618,Highly correlated all,0.11271262993198272,Lasso_clustered_1_lower_bound,-0.09932372255279899,-0.04188340231094543,0.047061740874204894,-0.14034095937256622,-0.1574015241806046,-0.08124458436244922,-0.07483704637921645,-0.2723426275874554,-0.21781362935056492,-0.15667068487518054,-0.07021338988783885,-0.037387490083284146
6,0.05259640129912763,-0.009018192339514411,-0.005583168636849059,0.09759168377399333,0.02182760983265529,0.09818749383279443,Highly correlated all,0.47860214547383984,Lasso_clustered_1_upper_bound,0.09470008775821016,0.10967727456613122,0.5435106555498526,0.09078808608364031,0.06935333104156036,0.12719769098183864,0.14349299267791688,0.05101184051895023,0.16892984306249093,0.015537208150738377,0.2386938468374961,0.11430826340784403
7,-0.04673950634058479,-0.20386715809002767,-0.03857761795868129,0.0534343408984955,-0.05346540225971054,-0.15404174031843793,Highly correlated all,0.05140878986021377,Lasso_clustered_2_lower_bound,-0.04156657421087506,-0.04008697251129259,-0.10056567007210168,-0.05979624119098981,-0.03566847462491887,-0.06929931734805954,0.055495287302309834,-0.14076106329348223,-0.07943780451078404,-0.08157588574164487,-0.08881394268467158,-0.03016243548381302
8,0.11064665052065711,-0.03290175690657868,0.13202208304376944,0.21211559376273373,0.07215812193177291,0.005767356691412179,Highly correlated all,0.33773872054866816,Lasso_clustered_2_upper_bound,0.11573455373125316,0.14295045949568913,0.35972449642738835,0.1363947237478965,0.15473846284454087,0.0703874200912024,0.196862017859758,0.08575824406747859,0.0423636217773182,0.06743910707093695,0.0898905469956418,0.18064727780437095
9,-0.05705089660518396,-0.37547815815155705,-0.12239756551497648,-0.009893891873441168,-0.015739197833337285,-0.09771354023854993,Highly correlated all,-0.1419958774062129,Lasso_clustered_3_lower_bound,0.002778346738519663,0.006103049838679514,0.17422698908125733,-0.1399014826428893,-0.044843409736204,-0.0008867150246328753,0.001023494073150194,-0.1566898891681805,-0.16202508173794128,-0.1753834347360437,-0.18139484971334785,0.022628377052316226
